R_m,A,outcome,P,T,E,E2,how_P,E_over_Eb_at_pulse_end_P,impacts_in_pulse_P,N_min_P,max_H_over_N_P,contact_label
0.5,3.30,O,O,O,O,O,energy after landing,1.780788471599,0,0.918213431,0.301942339,ideal no-slip/no-flight constraint result
0.5,3.31,O,O,O,O,O,energy after landing,1.773878562534,0,0.918415920,0.302339419,ideal no-slip/no-flight constraint result
0.5,3.32,O,O,O,O,O,energy after landing,1.766883779288,0,0.918620896,0.302736286,ideal no-slip/no-flight constraint result
0.5,3.33,O,O,O,O,O,energy after landing,1.759804129499,0,0.918828359,0.303132943,ideal no-slip/no-flight constraint result
0.5,3.34,O,O,O,O,O,event,1.008898071274,0,0.943987704,0.303529574,ideal no-slip/no-flight constraint result
0.5,3.35,O,O,O,O,O,event,1.052718762760,0,0.943573693,0.303926354,ideal no-slip/no-flight constraint result
0.5,3.36,O,O,O,O,O,event,1.096652378128,0,0.943156002,0.304323263,ideal no-slip/no-flight constraint result
0.5,3.37,O,O,O,O,O,event,1.140537111114,0,0.942734562,0.304719645,ideal no-slip/no-flight constraint result
0.5,3.38,O,O,O,O,O,event,1.184315236293,0,0.942308739,0.305115783,ideal no-slip/no-flight constraint result
0.5,3.39,O,O,O,O,O,event,1.227957924467,0,0.941878723,0.305511858,ideal no-slip/no-flight constraint result
0.5,3.40,O,O,O,O,O,event,1.271448970099,0,0.941445329,0.305907155,ideal no-slip/no-flight constraint result
0.5,3.41,O,O,O,O,O,event,1.314778806608,0,0.941007540,0.306303175,ideal no-slip/no-flight constraint result
0.5,3.42,O,O,O,O,O,event,1.357941751213,0,0.940565319,0.306698847,ideal no-slip/no-flight constraint result
0.5,3.43,O,O,O,O,O,event,1.400934555814,0,0.940120018,0.307094280,ideal no-slip/no-flight constraint result
0.5,3.44,O,O,O,O,O,event,1.443755573369,0,0.939670148,0.307489965,ideal no-slip/no-flight constraint result
0.5,3.45,O,O,O,O,O,event,1.486404246289,0,0.939216118,0.307885288,ideal no-slip/no-flight constraint result
0.5,3.46,O,O,O,O,O,event,1.528880776737,0,0.938758623,0.308280403,ideal no-slip/no-flight constraint result
0.5,3.47,O,O,O,O,O,event,1.571185905890,0,0.938296790,0.308675143,ideal no-slip/no-flight constraint result
0.5,3.48,O,O,O,O,O,event,1.613320761588,0,0.937831518,0.309070080,ideal no-slip/no-flight constraint result
0.5,3.49,O,O,O,O,O,event,1.655286750561,0,0.937362040,0.309464397,ideal no-slip/no-flight constraint result
0.5,3.50,O,O,O,O,O,event,1.697085480627,0,0.936888475,0.309858740,ideal no-slip/no-flight constraint result
0.5,3.51,O,O,O,O,O,event,1.738718703586,0,0.936410986,0.310253539,ideal no-slip/no-flight constraint result
0.5,3.52,O,O,O,O,O,event,1.780188272727,0,0.935929863,0.310648058,ideal no-slip/no-flight constraint result
0.5,3.53,O,O,O,O,O,event,1.821496110847,0,0.935445236,0.311042361,ideal no-slip/no-flight constraint result
0.5,3.54,O,O,O,O,O,event,1.862644185958,0,0.934955619,0.311436575,ideal no-slip/no-flight constraint result
0.5,3.55,O,O,O,O,O,event,1.903634492714,0,0.934463037,0.311830546,ideal no-slip/no-flight constraint result
0.5,3.56,O,O,O,O,O,event,1.944469038124,0,0.933965869,0.312224413,ideal no-slip/no-flight constraint result
0.5,3.57,O,O,O,O,O,event,1.985149830522,0,0.933465100,0.312617759,ideal no-slip/no-flight constraint result
0.5,3.58,O,O,O,O,O,event,2.025678871055,0,0.932960664,0.313011081,ideal no-slip/no-flight constraint result
0.5,3.59,O,O,O,O,O,event,2.066058147091,0,0.932452878,0.313404450,ideal no-slip/no-flight constraint result
0.5,3.60,O,O,O,O,O,event,2.106289627149,0,0.931940408,0.313798232,ideal no-slip/no-flight constraint result
0.5,3.61,O,O,O,O,O,event,2.146375257009,0,0.931424216,0.314191817,ideal no-slip/no-flight constraint result
0.5,3.62,O,O,O,O,O,event,2.186316956758,0,0.930904286,0.314585057,ideal no-slip/no-flight constraint result
0.5,3.63,O,O,O,O,O,event,2.226116618577,0,0.930380154,0.314977990,ideal no-slip/no-flight constraint result
0.5,3.64,O,O,O,O,O,event,2.265776105116,0,0.929852712,0.315371012,ideal no-slip/no-flight constraint result
0.5,3.65,O,O,O,O,O,event,2.305297248340,0,0.929321552,0.315763810,ideal no-slip/no-flight constraint result
0.5,3.66,O,O,O,O,O,event,2.344681848752,0,0.928785787,0.316156420,ideal no-slip/no-flight constraint result
0.5,3.67,O,O,O,O,O,event,2.383931674915,0,0.928246292,0.316548468,ideal no-slip/no-flight constraint result
0.5,3.68,O,O,O,O,O,event,2.423048463218,0,0.927703587,0.316941167,ideal no-slip/no-flight constraint result
0.5,3.69,O,O,O,O,O,event,2.462033917829,0,0.927157404,0.317333693,ideal no-slip/no-flight constraint result
0.5,3.70,O,O,O,O,O,event,2.500889710811,0,0.926606168,0.317726065,ideal no-slip/no-flight constraint result
0.5,3.71,O,O,O,O,O,event,2.539617482353,0,0.926051702,0.318118298,ideal no-slip/no-flight constraint result
0.5,3.72,O,O,O,O,O,event,2.578218841102,0,0.925494205,0.318510403,ideal no-slip/no-flight constraint result
0.5,3.73,O,O,O,O,O,event,2.616695364568,0,0.924931566,0.318902381,ideal no-slip/no-flight constraint result
0.5,3.74,O,O,O,O,O,event,2.655048599595,0,0.924366262,0.319294241,ideal no-slip/no-flight constraint result
0.5,3.75,O,O,O,O,O,event,2.693280062869,0,0.923796544,0.319686015,ideal no-slip/no-flight constraint result
0.5,3.76,O,O,O,O,O,event,2.731391241468,0,0.923223440,0.320076916,ideal no-slip/no-flight constraint result
0.5,3.77,O,O,O,O,O,event,2.769383593432,0,0.922646127,0.320468574,ideal no-slip/no-flight constraint result
0.5,3.78,O,O,O,O,O,event,2.807258548356,0,0.922065752,0.320860585,ideal no-slip/no-flight constraint result
0.5,3.79,O,O,O,O,O,event,2.845017507987,0,0.921480555,0.321251868,ideal no-slip/no-flight constraint result
0.5,3.80,O,O,O,O,O,event,2.882661846834,0,0.920892893,0.321643488,ideal no-slip/no-flight constraint result
0.5,3.81,O,O,O,O,O,event,2.920192912774,0,0.920300066,0.322034656,ideal no-slip/no-flight constraint result
0.5,3.82,O,O,O,O,O,event,2.957612027668,0,0.919704339,0.322425637,ideal no-slip/no-flight constraint result
0.5,3.83,O,O,O,O,O,event,2.994920487955,0,0.919105020,0.322816734,ideal no-slip/no-flight constraint result
0.5,3.84,O,O,O,O,O,event,3.032119565262,0,0.918501186,0.323207187,ideal no-slip/no-flight constraint result
0.5,3.85,O,O,O,O,O,event,3.069210506983,0,0.917894452,0.323598243,ideal no-slip/no-flight constraint result
0.5,3.86,O,O,O,O,O,event,3.106194536870,0,0.917283954,0.323988310,ideal no-slip/no-flight constraint result
0.5,3.87,O,O,O,O,O,event,3.143072855601,0,0.916668773,0.324379645,ideal no-slip/no-flight constraint result
0.5,3.88,O,O,O,O,O,event,3.179846641338,0,0.916050359,0.324769916,ideal no-slip/no-flight constraint result
0.5,3.89,O,O,O,O,O,event,3.216517050278,0,0.915428706,0.325160858,ideal no-slip/no-flight constraint result
0.5,3.90,O,O,O,O,O,event,3.253085217190,0,0.914803339,0.325551342,ideal no-slip/no-flight constraint result
0.5,3.91,O,O,O,O,O,event,3.289552255935,0,0.914173054,0.325941640,ideal no-slip/no-flight constraint result
0.5,3.92,O,O,O,O,O,event,3.325919259983,0,0.913539719,0.326331844,ideal no-slip/no-flight constraint result
0.5,3.93,O,O,O,O,O,event,3.362187302906,0,0.912902872,0.326721659,ideal no-slip/no-flight constraint result
0.5,3.94,O,O,O,O,O,event,3.398357438868,0,0.912262829,0.327112024,ideal no-slip/no-flight constraint result
0.5,3.95,O,O,O,O,O,event,3.434430703095,0,0.911618685,0.327501651,ideal no-slip/no-flight constraint result
0.5,3.96,O,O,O,O,O,event,3.470408112336,0,0.910970216,0.327891121,ideal no-slip/no-flight constraint result
0.5,3.97,O,O,O,O,O,event,3.506290665313,0,0.910318174,0.328281503,ideal no-slip/no-flight constraint result
0.5,3.98,O,O,O,O,O,event,3.542079343154,0,0.909662534,0.328671562,ideal no-slip/no-flight constraint result
0.5,3.99,O,O,O,O,O,event,3.577775109820,0,0.909003261,0.329060908,ideal no-slip/no-flight constraint result
0.5,4.00,O,O,O,O,O,event,3.613378912514,0,0.908340434,0.329450833,ideal no-slip/no-flight constraint result
0.5,4.01,O,O,O,O,O,event,3.648891682082,0,0.907673941,0.329840482,ideal no-slip/no-flight constraint result
0.5,4.02,O,O,O,O,O,event,3.684314333404,0,0.907003772,0.330229872,ideal no-slip/no-flight constraint result
0.5,4.03,O,O,O,O,O,event,3.719647765770,0,0.906329915,0.330619018,ideal no-slip/no-flight constraint result
0.5,4.04,O,O,O,O,O,event,3.754892863250,0,0.905652363,0.331007939,ideal no-slip/no-flight constraint result
0.5,4.05,O,O,O,O,O,event,3.790050495046,0,0.904971111,0.331397215,ideal no-slip/no-flight constraint result
0.5,4.06,O,O,O,O,O,event,3.825121515846,0,0.904286154,0.331786804,ideal no-slip/no-flight constraint result
0.5,4.07,O,O,O,O,O,event,3.860106766156,0,0.903597835,0.332175392,ideal no-slip/no-flight constraint result
0.5,4.08,O,O,O,O,O,event,3.895007072627,0,0.902905462,0.332564696,ideal no-slip/no-flight constraint result
0.5,4.09,O,O,O,O,O,event,3.929823248379,0,0.902209381,0.332954038,ideal no-slip/no-flight constraint result
0.5,4.10,O,O,O,O,O,event,3.964556093302,0,0.901509598,0.333343196,ideal no-slip/no-flight constraint result
0.5,4.11,O,O,O,O,O,event,3.999206394363,0,0.900806122,0.333732180,ideal no-slip/no-flight constraint result
0.5,4.12,O,O,O,O,O,event,4.033774925896,0,0.900098963,0.334121004,ideal no-slip/no-flight constraint result
0.5,4.13,O,O,O,O,O,event,4.068262449883,0,0.899388132,0.334509678,ideal no-slip/no-flight constraint result
0.5,4.14,O,O,O,O,O,event,4.102669716233,0,0.898673643,0.334898211,ideal no-slip/no-flight constraint result
0.5,4.15,O,O,O,O,O,event,4.136997463050,0,0.897955513,0.335286614,ideal no-slip/no-flight constraint result
0.5,4.16,O,O,O,O,O,event,4.171246416891,0,0.897233759,0.335674897,ideal no-slip/no-flight constraint result
0.5,4.17,O,O,O,O,O,event,4.205417293022,0,0.896508400,0.336063375,ideal no-slip/no-flight constraint result
0.5,4.18,O,O,O,O,O,event,4.239510795663,0,0.895779458,0.336452155,ideal no-slip/no-flight constraint result
0.5,4.19,O,O,O,O,O,event,4.273527618227,0,0.895046956,0.336840814,ideal no-slip/no-flight constraint result
0.5,4.20,O,O,O,O,O,event,4.307468443555,0,0.894310921,0.337229359,ideal no-slip/no-flight constraint result
0.5,4.21,O,O,O,O,O,event,4.341333944139,0,0.893571692,0.337617650,ideal no-slip/no-flight constraint result
0.5,4.22,O,O,O,O,O,event,4.375124782347,0,0.892827816,0.338005763,ideal no-slip/no-flight constraint result
0.5,4.23,O,O,O,O,O,event,4.408841610633,0,0.892080169,0.338393794,ideal no-slip/no-flight constraint result
0.5,4.24,O,O,O,O,O,event,4.442485071750,0,0.891329018,0.338781750,ideal no-slip/no-flight constraint result
0.5,4.25,O,O,O,O,O,event,4.476055798949,0,0.890574398,0.339169699,ideal no-slip/no-flight constraint result
0.5,4.26,O,O,O,O,O,event,4.509554416179,0,0.889816343,0.339558021,ideal no-slip/no-flight constraint result
0.5,4.27,O,O,O,O,O,event,4.542981538277,0,0.889054890,0.339946259,ideal no-slip/no-flight constraint result
0.5,4.28,O,O,O,O,O,event,4.576337771161,0,0.888290078,0.340334421,ideal no-slip/no-flight constraint result
0.5,4.29,O,O,O,O,O,event,4.609623712004,0,0.887520885,0.340722510,ideal no-slip/no-flight constraint result
0.5,4.30,O,O,O,O,O,event,4.642839949419,0,0.886747656,0.341110532,ideal no-slip/no-flight constraint result
0.5,4.31,O,O,O,O,O,event,4.675987063627,0,0.885971088,0.341498456,ideal no-slip/no-flight constraint result
0.5,4.32,O,O,O,O,O,event,4.709065626629,0,0.885191359,0.341886223,ideal no-slip/no-flight constraint result
0.5,4.33,O,O,O,O,O,event,4.742076202368,0,0.884408394,0.342273945,ideal no-slip/no-flight constraint result
0.5,4.34,O,O,O,O,O,event,4.775019346889,0,0.883621452,0.342661625,ideal no-slip/no-flight constraint result
0.5,4.35,O,O,O,O,O,event,4.807895608495,0,0.882829958,0.343049269,ideal no-slip/no-flight constraint result
0.5,4.36,O,O,O,O,O,event,4.840705527901,0,0.882035280,0.343436878,ideal no-slip/no-flight constraint result
0.5,4.37,O,O,O,O,O,event,4.873449638378,0,0.881237584,0.343824998,ideal no-slip/no-flight constraint result
0.5,4.38,O,O,O,O,O,event,4.906128465901,0,0.880436804,0.344212678,ideal no-slip/no-flight constraint result
0.5,4.39,O,O,O,O,O,event,4.938742529288,0,0.879630930,0.344600318,ideal no-slip/no-flight constraint result
0.5,4.40,O,O,O,O,O,event,4.971292340337,0,0.878821563,0.344987923,ideal no-slip/no-flight constraint result
0.5,4.41,O,O,O,O,O,event,5.003778403963,0,0.878009187,0.345375493,ideal no-slip/no-flight constraint result
0.5,4.42,O,O,O,O,O,event,5.036201218322,0,0.877194048,0.345762723,ideal no-slip/no-flight constraint result
0.5,4.43,O,O,O,O,O,event,5.068561274945,0,0.876373882,0.346150192,ideal no-slip/no-flight constraint result
0.5,4.44,O,O,O,O,O,event,5.100859058859,0,0.875550042,0.346537642,ideal no-slip/no-flight constraint result
0.5,4.45,O,O,O,O,O,event,5.133095048709,0,0.874723337,0.346925074,ideal no-slip/no-flight constraint result
0.5,4.46,O,O,O,O,O,event,5.165269716877,0,0.873894015,0.347312586,ideal no-slip/no-flight constraint result
0.5,4.47,O,O,O,O,O,event,5.197383529594,0,0.873058901,0.347699998,ideal no-slip/no-flight constraint result
0.5,4.48,O,O,O,O,O,event,5.229436947060,0,0.872220870,0.348087384,ideal no-slip/no-flight constraint result
0.5,4.49,O,O,O,O,O,event,5.261430423545,0,0.871380138,0.348474744,ideal no-slip/no-flight constraint result
0.5,4.50,O,O,O,O,O,event,5.293364407505,0,0.870535566,0.348862397,ideal no-slip/no-flight constraint result
0.5,4.51,O,O,O,O,O,event,5.325239341680,0,0.869686290,0.349249738,ideal no-slip/no-flight constraint result
0.5,4.52,O,O,O,O,O,event,5.357055663202,0,0.868834416,0.349637066,ideal no-slip/no-flight constraint result
0.5,4.53,O,O,O,O,O,event,5.388813803692,0,0.867980023,0.350024380,ideal no-slip/no-flight constraint result
0.5,4.54,O,O,O,O,O,event,5.420514189359,0,0.867119474,0.350410756,ideal no-slip/no-flight constraint result
0.5,4.55,O,O,O,O,O,event,5.452157241093,0,0.866256569,0.350798100,ideal no-slip/no-flight constraint result
0.5,4.56,O,O,O,O,O,event,5.483743374565,0,0.865391265,0.351185441,ideal no-slip/no-flight constraint result
0.5,4.57,O,O,O,O,O,event,5.515273000310,0,0.864520353,0.351573358,ideal no-slip/no-flight constraint result
0.5,4.58,O,O,O,O,O,event,5.546746523823,0,0.863646549,0.351960570,ideal no-slip/no-flight constraint result
0.5,4.59,O,O,O,O,O,event,5.578164345642,0,0.862770474,0.352347764,ideal no-slip/no-flight constraint result
0.5,4.60,O,O,O,O,O,event,5.609526861436,0,0.861888952,0.352734942,ideal no-slip/no-flight constraint result
0.5,4.61,O,O,O,O,O,event,5.640834462086,0,0.861004359,0.353122421,ideal no-slip/no-flight constraint result
0.5,4.62,O,O,O,O,O,event,5.672087533768,0,0.860117677,0.353509679,ideal no-slip/no-flight constraint result
0.5,4.63,O,O,O,O,O,event,5.703286458033,0,0.859225200,0.353896928,ideal no-slip/no-flight constraint result
0.5,4.64,O,O,O,O,O,event,5.734431611884,0,0.858330051,0.354283377,ideal no-slip/no-flight constraint result
0.5,4.65,O,O,O,O,O,event,5.765523367853,0,0.857432851,0.354670739,ideal no-slip/no-flight constraint result
0.5,4.66,O,O,O,O,O,event,5.796562094076,0,0.856529236,0.355058096,ideal no-slip/no-flight constraint result
0.5,4.67,O,O,O,O,O,event,5.827548154365,0,0.855623729,0.355445503,ideal no-slip/no-flight constraint result
0.5,4.68,O,O,O,O,O,event,5.858481908279,0,0.854715112,0.355832620,ideal no-slip/no-flight constraint result
0.5,4.69,O,O,O,O,O,event,5.889363711197,0,0.853801198,0.356219717,ideal no-slip/no-flight constraint result
0.5,4.70,O,O,O,O,O,event,5.920193914381,0,0.852885546,0.356607583,ideal no-slip/no-flight constraint result
0.5,4.71,O,O,O,O,O,event,5.950972865051,0,0.851965252,0.356994825,ideal no-slip/no-flight constraint result
0.5,4.72,O,O,O,O,O,event,5.981700906442,0,0.851046479,0.357382052,ideal no-slip/no-flight constraint result
0.5,4.73,O,O,O,O,O,event,6.012378377875,0,0.850129219,0.357769088,ideal no-slip/no-flight constraint result
0.5,4.74,O,O,O,O,O,event,6.043005614814,0,0.849213460,0.358156486,ideal no-slip/no-flight constraint result
0.5,4.75,O,O,O,O,O,event,6.073582948933,0,0.848299194,0.358543112,ideal no-slip/no-flight constraint result
0.5,4.76,O,O,O,O,O,event,6.104110708173,0,0.847386410,0.358930177,ideal no-slip/no-flight constraint result
0.5,4.77,O,O,O,O,O,event,6.134589216804,0,0.846475098,0.359317731,ideal no-slip/no-flight constraint result
0.5,4.78,O,O,O,O,O,event,6.165018795477,0,0.845565250,0.359705775,ideal no-slip/no-flight constraint result
0.5,4.79,O,O,O,O,O,event,6.195399761288,0,0.844656855,0.360093005,ideal no-slip/no-flight constraint result
0.5,4.80,O,O,O,O,O,event,6.225732427829,0,0.843749904,0.360480658,ideal no-slip/no-flight constraint result
0.5,4.81,O,O,O,O,O,event,6.256017105244,0,0.842844388,0.360868097,ideal no-slip/no-flight constraint result
0.5,4.82,O,O,O,O,O,event,6.286254100279,0,0.841940298,0.361255516,ideal no-slip/no-flight constraint result
0.5,4.83,O,O,O,O,O,event,6.316443716342,0,0.841037625,0.361642541,ideal no-slip/no-flight constraint result
0.5,4.84,O,O,O,O,O,event,6.346586253545,0,0.840136359,0.362030192,ideal no-slip/no-flight constraint result
0.5,4.85,O,O,O,O,O,event,6.376682008762,0,0.839236492,0.362417184,ideal no-slip/no-flight constraint result
0.5,4.86,O,O,O,O,O,event,6.406731275671,0,0.838338014,0.362804399,ideal no-slip/no-flight constraint result
0.5,4.87,O,O,O,O,O,event,6.436734344809,0,0.837440919,0.363192167,ideal no-slip/no-flight constraint result
0.5,4.88,O,O,O,O,O,event,6.466691503616,0,0.836545196,0.363580395,ideal no-slip/no-flight constraint result
0.5,4.89,O,O,O,O,O,event,6.496603036480,0,0.835650837,0.363967820,ideal no-slip/no-flight constraint result
0.5,4.90,O,O,O,O,O,event,6.526469224786,0,0.834757834,0.364355856,ideal no-slip/no-flight constraint result
0.5,4.91,O,O,O,O,O,event,6.556290346957,0,0.833866178,0.364743543,ideal no-slip/no-flight constraint result
0.5,4.92,O,O,O,O,O,event,6.586066678502,0,0.832975862,0.365130823,ideal no-slip/no-flight constraint result
0.5,4.93,O,O,O,O,O,event,6.615798492054,0,0.832086877,0.365518788,ideal no-slip/no-flight constraint result
0.5,4.94,O,O,O,O,O,event,6.645486057417,0,0.831199215,0.365906725,ideal no-slip/no-flight constraint result
0.5,4.95,O,O,O,O,O,event,6.675129641603,0,0.830312868,0.366293596,ideal no-slip/no-flight constraint result
0.5,4.96,O,O,O,O,O,event,6.704729508875,0,0.829427828,0.366681828,ideal no-slip/no-flight constraint result
0.5,4.97,O,O,O,O,O,event,6.734285920787,0,0.828544087,0.367070088,ideal no-slip/no-flight constraint result
